"UCC","AMOUNT","IMPNUM","NEWID","PUB_FLAG","AMOUNT_"
"900000",79764,"1",2878851,"1",
"900000",72424,"2",2878851,"1",
"900000",82891,"3",2878851,"1",
"900000",88076,"4",2878851,"1",
"900000",50000,"5",2878851,"1",
"980000",79764,"1",2878851,"1",
"980000",72424,"2",2878851,"1",
"980000",82891,"3",2878851,"1",
"980000",88076,"4",2878851,"1",
"980000",50000,"5",2878851,"1",
"980070",79764,"1",2878851,"1",
"980070",72424,"2",2878851,"1",
"980070",82891,"3",2878851,"1",
"980070",88076,"4",2878851,"1",
"980070",50000,"5",2878851,"1",
"900000",32618,"1",2878852,"1",
"900000",92888,"2",2878852,"1",
"900000",90178,"3",2878852,"1",
"900000",71154,"4",2878852,"1",
"900000",111020,"5",2878852,"1",
"980000",32618,"1",2878852,"1",
"980000",92888,"2",2878852,"1",
"980000",90178,"3",2878852,"1",
"980000",71154,"4",2878852,"1",
"980000",111020,"5",2878852,"1",
"980070",32618,"1",2878852,"1",
"980070",92888,"2",2878852,"1",
"980070",90178,"3",2878852,"1",
"980070",71154,"4",2878852,"1",
"980070",111020,"5",2878852,"1",
"900000",24231,"1",2878861,"1",
"900000",24231,"2",2878861,"1",
"900000",24231,"3",2878861,"1",
"900000",24231,"4",2878861,"1",
"900000",24231,"5",2878861,"1",
"900140",2200,"1",2878861,"1",
"900140",2200,"2",2878861,"1",
"900140",2200,"3",2878861,"1",
"900140",2200,"4",2878861,"1",
"900140",2200,"5",2878861,"1",
"980000",26431,"1",2878861,"1",
"980000",26431,"2",2878861,"1",
"980000",26431,"3",2878861,"1",
"980000",26431,"4",2878861,"1",
"980000",26431,"5",2878861,"1",
"980070",28231,"1",2878861,"1",
"980070",28231,"2",2878861,"1",
"980070",28231,"3",2878861,"1",
"980070",28231,"4",2878861,"1",
"980070",28231,"5",2878861,"1",
"900000",24231,"1",2878862,"1",
"900000",24231,"2",2878862,"1",
"900000",24231,"3",2878862,"1",
"900000",24231,"4",2878862,"1",
"900000",24231,"5",2878862,"1",
"900140",2200,"1",2878862,"1",
"900140",2200,"2",2878862,"1",
"900140",2200,"3",2878862,"1",
"900140",2200,"4",2878862,"1",
"900140",2200,"5",2878862,"1",
"980000",26431,"1",2878862,"1",
"980000",26431,"2",2878862,"1",
"980000",26431,"3",2878862,"1",
"980000",26431,"4",2878862,"1",
"980000",26431,"5",2878862,"1",
"980070",28231,"1",2878862,"1",
"980070",28231,"2",2878862,"1",
"980070",28231,"3",2878862,"1",
"980070",28231,"4",2878862,"1",
"980070",28231,"5",2878862,"1",
"900000",92000,"1",2878871,"1",
"900000",92000,"2",2878871,"1",
"900000",92000,"3",2878871,"1",
"900000",92000,"4",2878871,"1",
"900000",92000,"5",2878871,"1",
"980000",92000,"1",2878871,"1",
"980000",92000,"2",2878871,"1",
"980000",92000,"3",2878871,"1",
"980000",92000,"4",2878871,"1",
"980000",92000,"5",2878871,"1",
"980070",92000,"1",2878871,"1",
"980070",92000,"2",2878871,"1",
"980070",92000,"3",2878871,"1",
"980070",92000,"4",2878871,"1",
"980070",92000,"5",2878871,"1",
"900000",92000,"1",2878872,"1",
"900000",92000,"2",2878872,"1",
"900000",92000,"3",2878872,"1",
"900000",92000,"4",2878872,"1",
"900000",92000,"5",2878872,"1",
"980000",92000,"1",2878872,"1",
"980000",92000,"2",2878872,"1",
"980000",92000,"3",2878872,"1",
"980000",92000,"4",2878872,"1",
"980000",92000,"5",2878872,"1",
"980070",92000,"1",2878872,"1",
"980070",92000,"2",2878872,"1",
"980070",92000,"3",2878872,"1",
"980070",92000,"4",2878872,"1",
"980070",92000,"5",2878872,"1",
"900030",1120,"1",2878881,"1",
"900030",1120,"2",2878881,"1",
"900030",1120,"3",2878881,"1",
"900030",1120,"4",2878881,"1",
"900030",1120,"5",2878881,"1",
"900150",3048,"1",2878881,"1",
"900150",3048,"2",2878881,"1",
"900150",3048,"3",2878881,"1",
"900150",3048,"4",2878881,"1",
"900150",3048,"5",2878881,"1",
"980000",4168,"1",2878881,"1",
"980000",4168,"2",2878881,"1",
"980000",4168,"3",2878881,"1",
"980000",4168,"4",2878881,"1",
"980000",4168,"5",2878881,"1",
"980070",4168,"1",2878881,"1",
"980070",4168,"2",2878881,"1",
"980070",4168,"3",2878881,"1",
"980070",4168,"4",2878881,"1",
"980070",4168,"5",2878881,"1",
"900030",1120,"1",2878882,"1",
"900030",1120,"2",2878882,"1",
"900030",1120,"3",2878882,"1",
"900030",1120,"4",2878882,"1",
"900030",1120,"5",2878882,"1",
"900150",3048,"1",2878882,"1",
"900150",3048,"2",2878882,"1",
"900150",3048,"3",2878882,"1",
"900150",3048,"4",2878882,"1",
"900150",3048,"5",2878882,"1",
"980000",4168,"1",2878882,"1",
"980000",4168,"2",2878882,"1",
"980000",4168,"3",2878882,"1",
"980000",4168,"4",2878882,"1",
"980000",4168,"5",2878882,"1",
"980070",4168,"1",2878882,"1",
"980070",4168,"2",2878882,"1",
"980070",4168,"3",2878882,"1",
"980070",4168,"4",2878882,"1",
"980070",4168,"5",2878882,"1",
"900000",37000,"1",2878911,"1",
"900000",37000,"2",2878911,"1",
"900000",37000,"3",2878911,"1",
"900000",37000,"4",2878911,"1",
"900000",37000,"5",2878911,"1",
"900150",5496,"1",2878911,"1",
"900150",5496,"2",2878911,"1",
"900150",5496,"3",2878911,"1",
"900150",5496,"4",2878911,"1",
"900150",5496,"5",2878911,"1",
"980000",42496,"1",2878911,"1",
"980000",42496,"2",2878911,"1",
"980000",42496,"3",2878911,"1",
"980000",42496,"4",2878911,"1",
"980000",42496,"5",2878911,"1",
"980070",49696,"1",2878911,"1",
"980070",49696,"2",2878911,"1",
"980070",49696,"3",2878911,"1",
"980070",49696,"4",2878911,"1",
"980070",49696,"5",2878911,"1",
"900000",37000,"1",2878912,"1",
"900000",37000,"2",2878912,"1",
"900000",37000,"3",2878912,"1",
"900000",37000,"4",2878912,"1",
"900000",37000,"5",2878912,"1",
"900150",5496,"1",2878912,"1",
"900150",5496,"2",2878912,"1",
"900150",5496,"3",2878912,"1",
"900150",5496,"4",2878912,"1",
"900150",5496,"5",2878912,"1",
"980000",42496,"1",2878912,"1",
"980000",42496,"2",2878912,"1",
"980000",42496,"3",2878912,"1",
"980000",42496,"4",2878912,"1",
"980000",42496,"5",2878912,"1",
"980070",49696,"1",2878912,"1",
"980070",49696,"2",2878912,"1",
"980070",49696,"3",2878912,"1",
"980070",49696,"4",2878912,"1",
"980070",49696,"5",2878912,"1",
"900030",9107,"1",2878921,"1",
"900030",9107,"2",2878921,"1",
"900030",9107,"3",2878921,"1",
"900030",9107,"4",2878921,"1",
"900030",9107,"5",2878921,"1",
"900150",180,"1",2878921,"1",
"900150",180,"2",2878921,"1",
"900150",180,"3",2878921,"1",
"900150",180,"4",2878921,"1",
"900150",180,"5",2878921,"1",
"980000",9287,"1",2878921,"1",
"980000",9287,"2",2878921,"1",
"980000",9287,"3",2878921,"1",
"980000",9287,"4",2878921,"1",
"980000",9287,"5",2878921,"1",
"980070",9287,"1",2878921,"1",
"980070",9287,"2",2878921,"1",
"980070",9287,"3",2878921,"1",
"980070",9287,"4",2878921,"1",
"980070",9287,"5",2878921,"1",
"900030",9107,"1",2878922,"1",
"900030",9107,"2",2878922,"1",
"900030",9107,"3",2878922,"1",
"900030",9107,"4",2878922,"1",
"900030",9107,"5",2878922,"1",
"900150",180,"1",2878922,"1",
"900150",180,"2",2878922,"1",
"900150",180,"3",2878922,"1",
"900150",180,"4",2878922,"1",
"900150",180,"5",2878922,"1",
"980000",9287,"1",2878922,"1",
"980000",9287,"2",2878922,"1",
"980000",9287,"3",2878922,"1",
"980000",9287,"4",2878922,"1",
"980000",9287,"5",2878922,"1",
"980070",9287,"1",2878922,"1",
"980070",9287,"2",2878922,"1",
"980070",9287,"3",2878922,"1",
"980070",9287,"4",2878922,"1",
"980070",9287,"5",2878922,"1",
"900170",6954,"1",2878931,"1",
"900170",76254,"2",2878931,"1",
"900170",52346,"3",2878931,"1",
"900170",2311,"4",2878931,"1",
"900170",64851,"5",2878931,"1",
"980000",6954,"1",2878931,"1",
"980000",76254,"2",2878931,"1",
"980000",52346,"3",2878931,"1",
"980000",2311,"4",2878931,"1",
"980000",64851,"5",2878931,"1",
"980070",6954,"1",2878931,"1",
"980070",76254,"2",2878931,"1",
"980070",52346,"3",2878931,"1",
"980070",2311,"4",2878931,"1",
"980070",64851,"5",2878931,"1",
"900030",9900,"1",2878932,"1",
"900030",7920,"2",2878932,"1",
"900030",11640,"3",2878932,"1",
"900030",14916,"4",2878932,"1",
"900030",17352,"5",2878932,"1",
"900180",14954,"1",2878932,"1",
"900180",51,"2",2878932,"1",
"900180",5,"3",2878932,"1",
"900180",153,"4",2878932,"1",
"900180",411,"5",2878932,"1",
"980000",24854,"1",2878932,"1",
"980000",7971,"2",2878932,"1",
"980000",11645,"3",2878932,"1",
"980000",15069,"4",2878932,"1",
"980000",17763,"5",2878932,"1",
"980070",24854,"1",2878932,"1",
"980070",7971,"2",2878932,"1",
"980070",11645,"3",2878932,"1",
"980070",15069,"4",2878932,"1",
"980070",17763,"5",2878932,"1",
"900000",23100,"1",2878941,"1",
"900000",23100,"2",2878941,"1",
"900000",23100,"3",2878941,"1",
"900000",23100,"4",2878941,"1",
"900000",23100,"5",2878941,"1",
"900030",18659,"1",2878941,"1",
"900030",18659,"2",2878941,"1",
"900030",18659,"3",2878941,"1",
"900030",18659,"4",2878941,"1",
"900030",18659,"5",2878941,"1",
"900170",22000,"1",2878941,"1",
"900170",22000,"2",2878941,"1",
"900170",22000,"3",2878941,"1",
"900170",22000,"4",2878941,"1",
"900170",22000,"5",2878941,"1",
"980000",63759,"1",2878941,"1",
"980000",63759,"2",2878941,"1",
"980000",63759,"3",2878941,"1",
"980000",63759,"4",2878941,"1",
"980000",63759,"5",2878941,"1",
"980070",63759,"1",2878941,"1",
"980070",63759,"2",2878941,"1",
"980070",63759,"3",2878941,"1",
"980070",63759,"4",2878941,"1",
"980070",63759,"5",2878941,"1",
"900000",23100,"1",2878942,"1",
"900000",23100,"2",2878942,"1",
"900000",23100,"3",2878942,"1",
"900000",23100,"4",2878942,"1",
"900000",23100,"5",2878942,"1",
"900030",18659,"1",2878942,"1",
"900030",18659,"2",2878942,"1",
"900030",18659,"3",2878942,"1",
"900030",18659,"4",2878942,"1",
"900030",18659,"5",2878942,"1",
"900170",22000,"1",2878942,"1",
"900170",22000,"2",2878942,"1",
"900170",22000,"3",2878942,"1",
"900170",22000,"4",2878942,"1",
"900170",22000,"5",2878942,"1",
"980000",63759,"1",2878942,"1",
"980000",63759,"2",2878942,"1",
"980000",63759,"3",2878942,"1",
"980000",63759,"4",2878942,"1",
"980000",63759,"5",2878942,"1",
"980070",63759,"1",2878942,"1",
"980070",63759,"2",2878942,"1",
"980070",63759,"3",2878942,"1",
"980070",63759,"4",2878942,"1",
"980070",63759,"5",2878942,"1",
"900000",120344,"1",2878951,"1",
"900000",125261,"2",2878951,"1",
"900000",121396,"3",2878951,"1",
"900000",119460,"4",2878951,"1",
"900000",124909,"5",2878951,"1",
"980000",120344,"1",2878951,"1",
"980000",125261,"2",2878951,"1",
"980000",121396,"3",2878951,"1",
"980000",119460,"4",2878951,"1",
"980000",124909,"5",2878951,"1",
"980070",120344,"1",2878951,"1",
"980070",125261,"2",2878951,"1",
"980070",121396,"3",2878951,"1",
"980070",119460,"4",2878951,"1",
"980070",124909,"5",2878951,"1",
"900000",117886,"1",2878952,"1",
"900000",122871,"2",2878952,"1",
"900000",130785,"3",2878952,"1",
"900000",118524,"4",2878952,"1",
"900000",124265,"5",2878952,"1",
"980000",117886,"1",2878952,"1",
"980000",122871,"2",2878952,"1",
"980000",130785,"3",2878952,"1",
"980000",118524,"4",2878952,"1",
"980000",124265,"5",2878952,"1",
"980070",117886,"1",2878952,"1",
"980070",122871,"2",2878952,"1",
"980070",130785,"3",2878952,"1",
"980070",118524,"4",2878952,"1",
"980070",124265,"5",2878952,"1",
"900030",8999,"1",2878992,"1",
"900030",9179,"2",2878992,"1",
"900030",7859,"3",2878992,"1",
"900030",7379,"4",2878992,"1",
"900030",8399,"5",2878992,"1",
"900150",564,"1",2878992,"1",
"900150",564,"2",2878992,"1",
"900150",564,"3",2878992,"1",
"900150",564,"4",2878992,"1",
"900150",564,"5",2878992,"1",
"980000",9563,"1",2878992,"1",
"980000",9743,"2",2878992,"1",
"980000",8423,"3",2878992,"1",
"980000",7943,"4",2878992,"1",
"980000",8963,"5",2878992,"1",
"980070",9563,"1",2878992,"1",
"980070",9743,"2",2878992,"1",
"980070",8423,"3",2878992,"1",
"980070",7943,"4",2878992,"1",
"980070",8963,"5",2878992,"1",
"900030",5459,"1",2879001,"1",
"900030",5459,"2",2879001,"1",
"900030",5459,"3",2879001,"1",
"900030",5459,"4",2879001,"1",
"900030",5459,"5",2879001,"1",
"900170",5100,"1",2879001,"1",
"900170",5100,"2",2879001,"1",
"900170",5100,"3",2879001,"1",
"900170",5100,"4",2879001,"1",
"900170",5100,"5",2879001,"1",
"980000",10559,"1",2879001,"1",
"980000",10559,"2",2879001,"1",
"980000",10559,"3",2879001,"1",
"980000",10559,"4",2879001,"1",
"980000",10559,"5",2879001,"1",
"980070",10559,"1",2879001,"1",
"980070",10559,"2",2879001,"1",
"980070",10559,"3",2879001,"1",
"980070",10559,"4",2879001,"1",
"980070",10559,"5",2879001,"1",
"900030",5459,"1",2879002,"1",
"900030",5459,"2",2879002,"1",
"900030",5459,"3",2879002,"1",
"900030",5459,"4",2879002,"1",
"900030",5459,"5",2879002,"1",
"900170",5100,"1",2879002,"1",
"900170",5100,"2",2879002,"1",
"900170",5100,"3",2879002,"1",
"900170",5100,"4",2879002,"1",
"900170",5100,"5",2879002,"1",
"980000",10559,"1",2879002,"1",
"980000",10559,"2",2879002,"1",
"980000",10559,"3",2879002,"1",
"980000",10559,"4",2879002,"1",
"980000",10559,"5",2879002,"1",
"980070",10559,"1",2879002,"1",
"980070",10559,"2",2879002,"1",
"980070",10559,"3",2879002,"1",
"980070",10559,"4",2879002,"1",
"980070",10559,"5",2879002,"1",
"900000",42310,"1",2879011,"1",
"900000",47564,"2",2879011,"1",
"900000",46394,"3",2879011,"1",
"900000",46976,"4",2879011,"1",
"900000",41426,"5",2879011,"1",
"900030",2124,"1",2879011,"1",
"900030",2124,"2",2879011,"1",
"900030",2124,"3",2879011,"1",
"900030",2124,"4",2879011,"1",
"900030",2124,"5",2879011,"1",
"900090",112,"1",2879011,"1",
"900090",112,"2",2879011,"1",
"900090",112,"3",2879011,"1",
"900090",112,"4",2879011,"1",
"900090",112,"5",2879011,"1",
"900120",120,"1",2879011,"1",
"900120",120,"2",2879011,"1",
"900120",120,"3",2879011,"1",
"900120",120,"4",2879011,"1",
"900120",120,"5",2879011,"1",
"900150",1080,"1",2879011,"1",
"900150",1080,"2",2879011,"1",
"900150",1080,"3",2879011,"1",
"900150",1080,"4",2879011,"1",
"900150",1080,"5",2879011,"1",
"980000",45746,"1",2879011,"1",
"980000",51000,"2",2879011,"1",
"980000",49830,"3",2879011,"1",
"980000",50412,"4",2879011,"1",
"980000",44862,"5",2879011,"1",
"980070",47316,"1",2879011,"1",
"980070",52570,"2",2879011,"1",
"980070",51400,"3",2879011,"1",
"980070",51982,"4",2879011,"1",
"980070",46432,"5",2879011,"1",
"900000",44513,"1",2879012,"1",
"900000",53024,"2",2879012,"1",
"900000",49196,"3",2879012,"1",
"900000",50082,"4",2879012,"1",
"900000",49475,"5",2879012,"1",
"900030",2124,"1",2879012,"1",
"900030",2124,"2",2879012,"1",
"900030",2124,"3",2879012,"1",
"900030",2124,"4",2879012,"1",
"900030",2124,"5",2879012,"1",
"900090",112,"1",2879012,"1",
"900090",112,"2",2879012,"1",
"900090",112,"3",2879012,"1",
"900090",112,"4",2879012,"1",
"900090",112,"5",2879012,"1",
"900120",120,"1",2879012,"1",
"900120",120,"2",2879012,"1",
"900120",120,"3",2879012,"1",
"900120",120,"4",2879012,"1",
"900120",120,"5",2879012,"1",
"900150",1080,"1",2879012,"1",
"900150",1080,"2",2879012,"1",
"900150",1080,"3",2879012,"1",
"900150",1080,"4",2879012,"1",
"900150",1080,"5",2879012,"1",
"980000",47949,"1",2879012,"1",
"980000",56460,"2",2879012,"1",
"980000",52632,"3",2879012,"1",
"980000",53518,"4",2879012,"1",
"980000",52911,"5",2879012,"1",
"980070",49519,"1",2879012,"1",
"980070",58030,"2",2879012,"1",
"980070",54202,"3",2879012,"1",
"980070",55088,"4",2879012,"1",
"980070",54481,"5",2879012,"1",
"900000",195,"1",2879041,"1",
"900000",195,"2",2879041,"1",
"900000",195,"3",2879041,"1",
"900000",195,"4",2879041,"1",
"900000",195,"5",2879041,"1",
"900170",16500,"1",2879041,"1",
"900170",16500,"2",2879041,"1",
"900170",16500,"3",2879041,"1",
"900170",16500,"4",2879041,"1",
"900170",16500,"5",2879041,"1",
"900180",12,"1",2879041,"1",
"900180",12,"2",2879041,"1",
"900180",12,"3",2879041,"1",
"900180",12,"4",2879041,"1",
"900180",12,"5",2879041,"1",
"980000",16707,"1",2879041,"1",
"980000",16707,"2",2879041,"1",
"980000",16707,"3",2879041,"1",
"980000",16707,"4",2879041,"1",
"980000",16707,"5",2879041,"1",
"980070",17697,"1",2879041,"1",
"980070",17697,"2",2879041,"1",
"980070",17697,"3",2879041,"1",
"980070",17697,"4",2879041,"1",
"980070",17697,"5",2879041,"1",
"900000",195,"1",2879042,"1",
"900000",195,"2",2879042,"1",
"900000",195,"3",2879042,"1",
"900000",195,"4",2879042,"1",
"900000",195,"5",2879042,"1",
"900170",16500,"1",2879042,"1",
"900170",16500,"2",2879042,"1",
"900170",16500,"3",2879042,"1",
"900170",16500,"4",2879042,"1",
"900170",16500,"5",2879042,"1",
"900180",12,"1",2879042,"1",
"900180",12,"2",2879042,"1",
"900180",12,"3",2879042,"1",
"900180",12,"4",2879042,"1",
"900180",12,"5",2879042,"1",
"980000",16707,"1",2879042,"1",
"980000",16707,"2",2879042,"1",
"980000",16707,"3",2879042,"1",
"980000",16707,"4",2879042,"1",
"980000",16707,"5",2879042,"1",
"980070",17697,"1",2879042,"1",
"980070",17697,"2",2879042,"1",
"980070",17697,"3",2879042,"1",
"980070",17697,"4",2879042,"1",
"980070",17697,"5",2879042,"1",
"900000",10500,"1",2879081,"1",
"900000",10500,"2",2879081,"1",
"900000",10500,"3",2879081,"1",
"900000",10500,"4",2879081,"1",
"900000",10500,"5",2879081,"1",
"900030",11231,"1",2879081,"1",
"900030",11231,"2",2879081,"1",
"900030",11231,"3",2879081,"1",
"900030",11231,"4",2879081,"1",
"900030",11231,"5",2879081,"1",
"980000",21731,"1",2879081,"1",
"980000",21731,"2",2879081,"1",
"980000",21731,"3",2879081,"1",
"980000",21731,"4",2879081,"1",
"980000",21731,"5",2879081,"1",
"980070",24131,"1",2879081,"1",
"980070",24131,"2",2879081,"1",
"980070",24131,"3",2879081,"1",
"980070",24131,"4",2879081,"1",
"980070",24131,"5",2879081,"1",
"900000",10500,"1",2879082,"1",
"900000",10500,"2",2879082,"1",
"900000",10500,"3",2879082,"1",
"900000",10500,"4",2879082,"1",
"900000",10500,"5",2879082,"1",
"900030",11231,"1",2879082,"1",
"900030",11231,"2",2879082,"1",
"900030",11231,"3",2879082,"1",
"900030",11231,"4",2879082,"1",
"900030",11231,"5",2879082,"1",
"980000",21731,"1",2879082,"1",
"980000",21731,"2",2879082,"1",
"980000",21731,"3",2879082,"1",
"980000",21731,"4",2879082,"1",
"980000",21731,"5",2879082,"1",
"980070",24131,"1",2879082,"1",
"980070",24131,"2",2879082,"1",
"980070",24131,"3",2879082,"1",
"980070",24131,"4",2879082,"1",
"980070",24131,"5",2879082,"1",
"900030",31066,"1",2879111,"1",
"900030",22546,"2",2879111,"1",
"900030",36418,"3",2879111,"1",
"900030",31510,"4",2879111,"1",
"900030",43138,"5",2879111,"1",
"980000",31066,"1",2879111,"1",
"980000",22546,"2",2879111,"1",
"980000",36418,"3",2879111,"1",
"980000",31510,"4",2879111,"1",
"980000",43138,"5",2879111,"1",
"980070",31066,"1",2879111,"1",
"980070",22546,"2",2879111,"1",
"980070",36418,"3",2879111,"1",
"980070",31510,"4",2879111,"1",
"980070",43138,"5",2879111,"1",
"900030",30118,"1",2879112,"1",
"900030",45106,"2",2879112,"1",
"900030",51178,"3",2879112,"1",
"900030",33022,"4",2879112,"1",
"900030",31894,"5",2879112,"1",
"980000",30118,"1",2879112,"1",
"980000",45106,"2",2879112,"1",
"980000",51178,"3",2879112,"1",
"980000",33022,"4",2879112,"1",
"980000",31894,"5",2879112,"1",
"980070",30118,"1",2879112,"1",
"980070",45106,"2",2879112,"1",
"980070",51178,"3",2879112,"1",
"980070",33022,"4",2879112,"1",
"980070",31894,"5",2879112,"1",
"900000",25000,"1",2879161,"1",
"900000",25000,"2",2879161,"1",
"900000",25000,"3",2879161,"1",
"900000",25000,"4",2879161,"1",
"900000",25000,"5",2879161,"1",
"900150",7836,"1",2879161,"1",
"900150",7836,"2",2879161,"1",
"900150",7836,"3",2879161,"1",
"900150",7836,"4",2879161,"1",
"900150",7836,"5",2879161,"1",
"980000",32836,"1",2879161,"1",
"980000",32836,"2",2879161,"1",
"980000",32836,"3",2879161,"1",
"980000",32836,"4",2879161,"1",
"980000",32836,"5",2879161,"1",
"980070",40336,"1",2879161,"1",
"980070",40336,"2",2879161,"1",
"980070",40336,"3",2879161,"1",
"980070",40336,"4",2879161,"1",
"980070",40336,"5",2879161,"1",
"900000",25000,"1",2879162,"1",
"900000",25000,"2",2879162,"1",
"900000",25000,"3",2879162,"1",
"900000",25000,"4",2879162,"1",
"900000",25000,"5",2879162,"1",
"900150",7836,"1",2879162,"1",
"900150",7836,"2",2879162,"1",
"900150",7836,"3",2879162,"1",
"900150",7836,"4",2879162,"1",
"900150",7836,"5",2879162,"1",
"980000",32836,"1",2879162,"1",
"980000",32836,"2",2879162,"1",
"980000",32836,"3",2879162,"1",
"980000",32836,"4",2879162,"1",
"980000",32836,"5",2879162,"1",
"980070",40336,"1",2879162,"1",
"980070",40336,"2",2879162,"1",
"980070",40336,"3",2879162,"1",
"980070",40336,"4",2879162,"1",
"980070",40336,"5",2879162,"1",
"900030",20723,"1",2879181,"1",
"900030",20723,"2",2879181,"1",
"900030",20723,"3",2879181,"1",
"900030",20723,"4",2879181,"1",
"900030",20723,"5",2879181,"1",
"900170",37000,"1",2879181,"1",
"900170",37000,"2",2879181,"1",
"900170",37000,"3",2879181,"1",
"900170",37000,"4",2879181,"1",
"900170",37000,"5",2879181,"1",
"900180",100,"1",2879181,"1",
"900180",100,"2",2879181,"1",
"900180",100,"3",2879181,"1",
"900180",100,"4",2879181,"1",
"900180",100,"5",2879181,"1",
"980000",57823,"1",2879181,"1",
"980000",57823,"2",2879181,"1",
"980000",57823,"3",2879181,"1",
"980000",57823,"4",2879181,"1",
"980000",57823,"5",2879181,"1",
"980070",59323,"1",2879181,"1",
"980070",59323,"2",2879181,"1",
"980070",59323,"3",2879181,"1",
"980070",59323,"4",2879181,"1",
"980070",59323,"5",2879181,"1",
"900030",20723,"1",2879182,"1",
"900030",20723,"2",2879182,"1",
"900030",20723,"3",2879182,"1",
"900030",20723,"4",2879182,"1",
"900030",20723,"5",2879182,"1",
"900170",37000,"1",2879182,"1",
"900170",37000,"2",2879182,"1",
"900170",37000,"3",2879182,"1",
"900170",37000,"4",2879182,"1",
"900170",37000,"5",2879182,"1",
"900180",100,"1",2879182,"1",
"900180",100,"2",2879182,"1",
"900180",100,"3",2879182,"1",
"900180",100,"4",2879182,"1",
"900180",100,"5",2879182,"1",
"980000",57823,"1",2879182,"1",
"980000",57823,"2",2879182,"1",
"980000",57823,"3",2879182,"1",
"980000",57823,"4",2879182,"1",
"980000",57823,"5",2879182,"1",
"980070",59323,"1",2879182,"1",
"980070",59323,"2",2879182,"1",
"980070",59323,"3",2879182,"1",
"980070",59323,"4",2879182,"1",
"980070",59323,"5",2879182,"1",
"900000",33000,"1",2879211,"1",
"900000",33000,"2",2879211,"1",
"900000",33000,"3",2879211,"1",
"900000",33000,"4",2879211,"1",
"900000",33000,"5",2879211,"1",
"900030",19259,"1",2879211,"1",
"900030",19259,"2",2879211,"1",
"900030",19259,"3",2879211,"1",
"900030",19259,"4",2879211,"1",
"900030",19259,"5",2879211,"1",
"980000",52259,"1",2879211,"1",
"980000",52259,"2",2879211,"1",
"980000",52259,"3",2879211,"1",
"980000",52259,"4",2879211,"1",
"980000",52259,"5",2879211,"1",
"980070",56459,"1",2879211,"1",
"980070",56459,"2",2879211,"1",
"980070",56459,"3",2879211,"1",
"980070",56459,"4",2879211,"1",
"980070",56459,"5",2879211,"1",
"900000",33000,"1",2879212,"1",
"900000",33000,"2",2879212,"1",
"900000",33000,"3",2879212,"1",
"900000",33000,"4",2879212,"1",
"900000",33000,"5",2879212,"1",
"900030",19259,"1",2879212,"1",
"900030",19259,"2",2879212,"1",
"900030",19259,"3",2879212,"1",
"900030",19259,"4",2879212,"1",
"900030",19259,"5",2879212,"1",
"980000",52259,"1",2879212,"1",
"980000",52259,"2",2879212,"1",
"980000",52259,"3",2879212,"1",
"980000",52259,"4",2879212,"1",
"980000",52259,"5",2879212,"1",
"980070",56459,"1",2879212,"1",
"980070",56459,"2",2879212,"1",
"980070",56459,"3",2879212,"1",
"980070",56459,"4",2879212,"1",
"980070",56459,"5",2879212,"1",
"900000",44609,"1",2879221,"1",
"900000",31568,"2",2879221,"1",
"900000",35395,"3",2879221,"1",
"900000",52265,"4",2879221,"1",
"900000",75693,"5",2879221,"1",
"980000",44609,"1",2879221,"1",
"980000",31568,"2",2879221,"1",
"980000",35395,"3",2879221,"1",
"980000",52265,"4",2879221,"1",
"980000",75693,"5",2879221,"1",
"980070",44609,"1",2879221,"1",
"980070",31568,"2",2879221,"1",
"980070",35395,"3",2879221,"1",
"980070",52265,"4",2879221,"1",
"980070",75693,"5",2879221,"1",
"900000",63500,"1",2879222,"1",
"900000",37380,"2",2879222,"1",
"900000",38984,"3",2879222,"1",
"900000",67856,"4",2879222,"1",
"900000",12954,"5",2879222,"1",
"980000",63500,"1",2879222,"1",
"980000",37380,"2",2879222,"1",
"980000",38984,"3",2879222,"1",
"980000",67856,"4",2879222,"1",
"980000",12954,"5",2879222,"1",
"980070",63500,"1",2879222,"1",
"980070",37380,"2",2879222,"1",
